date,city,temperature,humidity,CO(GT),C6H6(GT)
2004-03-10,Dallas,21.88,30,-200.0,3.9
2004-03-10,Dallas,21.88,30,-200.0,4.5
2004-03-10,Dallas,21.88,30,-200.0,8.3
2004-03-10,Dallas,21.88,30,-200.0,3.3
2004-03-10,Dallas,21.88,30,-200.0,3.2
2004-03-10,Dallas,21.88,30,-200.0,8.5
2004-03-10,Dallas,21.88,30,-200.0,11.0
2004-03-10,Dallas,21.88,30,-200.0,20.8
2004-03-10,Dallas,21.88,30,-200.0,21.4
2004-03-10,Dallas,21.88,30,-200.0,10.4
2004-03-10,Dallas,21.88,30,-200.0,5.1
2004-03-10,Houston,21.97,38,-200.0,7.5
2004-03-10,Houston,21.97,38,-200.0,10.7
2004-03-10,Houston,21.97,38,-200.0,8.4
2004-03-10,Houston,21.97,38,-200.0,11.3
2004-03-10,Houston,21.97,38,-200.0,7.8
2004-03-10,Houston,21.97,38,-200.0,8.3
2004-03-10,Houston,21.97,38,-200.0,6.0
2004-03-10,Houston,21.97,38,-200.0,6.7
2004-03-10,Houston,21.97,38,-200.0,6.2
2004-03-10,Houston,21.97,38,-200.0,7.7
2004-03-10,Houston,21.97,38,-200.0,6.5
2004-03-10,Houston,21.97,38,-200.0,5.6
2004-03-10,Houston,21.97,38,-200.0,5.4
2004-03-10,Houston,21.97,38,-200.0,3.9
2004-03-10,Houston,21.97,38,-200.0,4.5
2004-03-10,Houston,21.97,38,-200.0,8.3
2004-03-10,Houston,21.97,38,-200.0,3.3
2004-03-10,Houston,21.97,38,-200.0,3.2
2004-03-10,Houston,21.97,38,-200.0,8.5
2004-03-10,Houston,21.97,38,-200.0,11.0
2004-03-10,Houston,21.97,38,-200.0,20.8
2004-03-10,Houston,21.97,38,-200.0,21.4
2004-03-10,Houston,21.97,38,-200.0,10.4
2004-03-10,Houston,21.97,38,-200.0,5.1
2004-03-10,Los Angeles,19.77,39,-200.0,7.5
2004-03-10,Los Angeles,19.77,39,-200.0,10.7
2004-03-10,Los Angeles,19.77,39,-200.0,8.4
2004-03-10,Los Angeles,19.77,39,-200.0,11.3
2004-03-10,Los Angeles,19.77,39,-200.0,7.8
2004-03-10,Los Angeles,19.77,39,-200.0,8.3
2004-03-10,Los Angeles,19.77,39,-200.0,6.0
2004-03-10,Los Angeles,19.77,39,-200.0,6.7
2004-03-10,Los Angeles,19.77,39,-200.0,6.2
2004-03-10,Los Angeles,19.77,39,-200.0,7.7
2004-03-10,Los Angeles,19.77,39,-200.0,6.5
2004-03-10,Los Angeles,19.77,39,-200.0,5.6
2004-03-10,Los Angeles,19.77,39,-200.0,5.4
2004-03-10,Los Angeles,19.77,39,-200.0,3.9
2004-03-10,Los Angeles,19.77,39,-200.0,4.5
2004-03-10,Los Angeles,19.77,39,-200.0,8.3
2004-03-10,Los Angeles,19.77,39,-200.0,3.3
2004-03-10,Los Angeles,19.77,39,-200.0,3.2
2004-03-10,Los Angeles,19.77,39,-200.0,8.5
2004-03-10,Los Angeles,19.77,39,-200.0,11.0
2004-03-10,Los Angeles,19.77,39,-200.0,20.8
2004-03-10,Los Angeles,19.77,39,-200.0,21.4
2004-03-10,Los Angeles,19.77,39,-200.0,10.4
2004-03-10,Los Angeles,19.77,39,-200.0,5.1
2004-03-10,New York,17.44,32,-200.0,7.5
2004-03-10,New York,17.44,32,-200.0,10.7
2004-03-10,New York,17.44,32,-200.0,8.4
2004-03-10,New York,17.44,32,-200.0,11.3
2004-03-10,New York,17.44,32,-200.0,7.8
2004-03-10,New York,17.44,32,-200.0,8.3
2004-03-10,New York,17.44,32,-200.0,6.0
2004-03-10,New York,17.44,32,-200.0,6.7
2004-03-10,New York,17.44,32,-200.0,6.2
2004-03-10,New York,17.44,32,-200.0,7.7
2004-03-10,New York,17.44,32,-200.0,6.5
2004-03-10,New York,17.44,32,-200.0,5.6
2004-03-10,New York,17.44,32,-200.0,5.4
2004-03-10,New York,17.44,32,-200.0,3.9
2004-03-10,New York,17.44,32,-200.0,4.5
2004-03-10,New York,17.44,32,-200.0,8.3
2004-03-10,New York,17.44,32,-200.0,3.3
2004-03-10,New York,17.44,32,-200.0,3.2
2004-03-10,New York,17.44,32,-200.0,8.5
2004-03-10,New York,17.44,32,-200.0,11.0
2004-03-10,New York,17.44,32,-200.0,20.8
2004-03-10,New York,17.44,32,-200.0,21.4
2004-03-10,New York,17.44,32,-200.0,10.4
2004-03-10,New York,17.44,32,-200.0,5.1
2004-03-10,Philadelphia,19.34,31,-200.0,7.5
2004-03-10,Philadelphia,19.34,31,-200.0,10.7
2004-03-10,Philadelphia,19.34,31,-200.0,8.4
2004-03-10,Philadelphia,19.34,31,-200.0,11.3
2004-03-10,Philadelphia,19.34,31,-200.0,7.8
2004-03-10,Philadelphia,19.34,31,-200.0,8.3
2004-03-10,Philadelphia,19.34,31,-200.0,6.0
2004-03-10,Philadelphia,19.34,31,-200.0,6.7
2004-03-10,Philadelphia,19.34,31,-200.0,6.2
2004-03-10,Philadelphia,19.34,31,-200.0,7.7
2004-03-10,Philadelphia,19.34,31,-200.0,6.5
2004-03-10,Philadelphia,19.34,31,-200.0,5.6
2004-03-10,Philadelphia,19.34,31,-200.0,5.4
2004-03-10,Philadelphia,19.34,31,-200.0,3.9
2004-03-10,Philadelphia,19.34,31,-200.0,4.5
2004-03-10,Philadelphia,19.34,31,-200.0,8.3
2004-03-10,Philadelphia,19.34,31,-200.0,3.3
2004-03-10,Philadelphia,19.34,31,-200.0,3.2
2004-03-10,Philadelphia,19.34,31,-200.0,8.5
2004-03-10,Philadelphia,19.34,31,-200.0,11.0
2004-03-10,Philadelphia,19.34,31,-200.0,20.8
2004-03-10,Philadelphia,19.34,31,-200.0,21.4
2004-03-10,Philadelphia,19.34,31,-200.0,10.4
2004-03-10,Philadelphia,19.34,31,-200.0,5.1
2004-03-10,Phoenix,25.96,15,-200.0,7.5
2004-03-10,Phoenix,25.96,15,-200.0,10.7
2004-03-10,Phoenix,25.96,15,-200.0,8.4
2004-03-10,Phoenix,25.96,15,-200.0,11.3
2004-03-10,Phoenix,25.96,15,-200.0,7.8
2004-03-10,Phoenix,25.96,15,-200.0,8.3
2004-03-10,Phoenix,25.96,15,-200.0,6.0
2004-03-10,Phoenix,25.96,15,-200.0,6.7
2004-03-10,Phoenix,25.96,15,-200.0,6.2
2004-03-10,Phoenix,25.96,15,-200.0,7.7
2004-03-10,Phoenix,25.96,15,-200.0,6.5
2004-03-10,Phoenix,25.96,15,-200.0,5.6
2004-03-10,Phoenix,25.96,15,-200.0,5.4
2004-03-10,Phoenix,25.96,15,-200.0,3.9
2004-03-10,Phoenix,25.96,15,-200.0,4.5
2004-03-10,Phoenix,25.96,15,-200.0,8.3
2004-03-10,Phoenix,25.96,15,-200.0,3.3
2004-03-10,Phoenix,25.96,15,-200.0,3.2
2004-03-10,Phoenix,25.96,15,-200.0,8.5
2004-03-10,Phoenix,25.96,15,-200.0,11.0
2004-03-10,Phoenix,25.96,15,-200.0,20.8
2004-03-10,Phoenix,25.96,15,-200.0,21.4
2004-03-10,Phoenix,25.96,15,-200.0,10.4
2004-03-10,Phoenix,25.96,15,-200.0,5.1
2004-03-10,San Antonio,23.38,26,-200.0,7.5
2004-03-10,San Antonio,23.38,26,-200.0,10.7
2004-03-10,San Antonio,23.38,26,-200.0,8.4
2004-03-10,San Antonio,23.38,26,-200.0,11.3
2004-03-10,San Antonio,23.38,26,-200.0,7.8
2004-03-10,San Antonio,23.38,26,-200.0,8.3
2004-03-10,San Antonio,23.38,26,-200.0,6.0
2004-03-10,San Antonio,23.38,26,-200.0,6.7
2004-03-10,San Antonio,23.38,26,-200.0,6.2
2004-03-10,San Antonio,23.38,26,-200.0,7.7
2004-03-10,San Antonio,23.38,26,-200.0,6.5
2004-03-10,San Antonio,23.38,26,-200.0,5.6
2004-03-10,San Antonio,23.38,26,-200.0,5.4
2004-03-10,San Antonio,23.38,26,-200.0,3.9
2004-03-10,San Antonio,23.38,26,-200.0,4.5
2004-03-10,San Antonio,23.38,26,-200.0,8.3
2004-03-10,San Antonio,23.38,26,-200.0,3.3
2004-03-10,San Antonio,23.38,26,-200.0,3.2
2004-03-10,San Antonio,23.38,26,-200.0,8.5
2004-03-10,San Antonio,23.38,26,-200.0,11.0
2004-03-10,San Antonio,23.38,26,-200.0,20.8
2004-03-10,San Antonio,23.38,26,-200.0,21.4
2004-03-10,San Antonio,23.38,26,-200.0,10.4
2004-03-10,San Antonio,23.38,26,-200.0,5.1
2004-03-10,San Diego,19.77,41,-200.0,7.5
2004-03-10,San Diego,19.77,41,-200.0,10.7
2004-03-10,San Diego,19.77,41,-200.0,8.4
2004-03-10,San Diego,19.77,41,-200.0,11.3
2004-03-10,San Diego,19.77,41,-200.0,7.8
2004-03-10,San Diego,19.77,41,-200.0,8.3
2004-03-10,San Diego,19.77,41,-200.0,6.0
2004-03-10,San Diego,19.77,41,-200.0,6.7
2004-03-10,San Diego,19.77,41,-200.0,6.2
2004-03-10,San Diego,19.77,41,-200.0,7.7
2004-03-10,San Diego,19.77,41,-200.0,6.5
2004-03-10,San Diego,19.77,41,-200.0,5.6
2004-03-10,San Diego,19.77,41,-200.0,5.4
2004-03-10,San Diego,19.77,41,-200.0,3.9
2004-03-10,San Diego,19.77,41,-200.0,4.5
2004-03-10,San Diego,19.77,41,-200.0,8.3
2004-03-10,San Diego,19.77,41,-200.0,3.3
2004-03-10,San Diego,19.77,41,-200.0,3.2
2004-03-10,San Diego,19.77,41,-200.0,8.5
2004-03-10,San Diego,19.77,41,-200.0,11.0
2004-03-10,San Diego,19.77,41,-200.0,20.8
2004-03-10,San Diego,19.77,41,-200.0,21.4
2004-03-10,San Diego,19.77,41,-200.0,10.4
2004-03-10,San Diego,19.77,41,-200.0,5.1
2004-03-10,San Jose,16.75,52,-200.0,7.5
2004-03-10,San Jose,16.75,52,-200.0,10.7
2004-03-10,San Jose,16.75,52,-200.0,8.4
2004-03-10,San Jose,16.75,52,-200.0,11.3
2004-03-10,San Jose,16.75,52,-200.0,7.8
2004-03-10,San Jose,16.75,52,-200.0,8.3
2004-03-10,San Jose,16.75,52,-200.0,6.0
2004-03-10,San Jose,16.75,52,-200.0,6.7
2004-03-10,San Jose,16.75,52,-200.0,6.2
2004-03-10,San Jose,16.75,52,-200.0,7.7
2004-03-10,San Jose,16.75,52,-200.0,6.5
2004-03-10,San Jose,16.75,52,-200.0,5.6
2004-03-10,San Jose,16.75,52,-200.0,5.4
2004-03-10,San Jose,16.75,52,-200.0,3.9
2004-03-10,San Jose,16.75,52,-200.0,4.5
2004-03-10,San Jose,16.75,52,-200.0,8.3
2004-03-10,San Jose,16.75,52,-200.0,3.3
2004-03-10,San Jose,16.75,52,-200.0,3.2
2004-03-10,San Jose,16.75,52,-200.0,8.5
2004-03-10,San Jose,16.75,52,-200.0,11.0
2004-03-10,San Jose,16.75,52,-200.0,20.8
2004-03-10,San Jose,16.75,52,-200.0,21.4
2004-03-10,San Jose,16.75,52,-200.0,10.4
2004-03-10,San Jose,16.75,52,-200.0,5.1
2004-03-11,Chicago,19.46,50,1.3,8.0
2004-03-11,Chicago,19.46,50,0.5,2.7
2004-03-11,Chicago,19.46,50,0.7,4.3
2004-03-11,Chicago,19.46,50,-200.0,2.9
2004-03-11,Chicago,19.46,50,3.3,18.7
2004-03-11,Chicago,19.46,50,2.2,10.7
2004-03-11,Chicago,19.46,50,2.6,13.2
2004-03-11,Chicago,19.46,50,1.1,6.8
2004-03-11,Chicago,19.46,50,2.2,15.5
2004-03-11,Chicago,19.46,50,4.6,24.4
2004-03-11,Chicago,19.46,50,3.7,23.8
2004-03-11,Chicago,19.46,50,0.9,4.1
2004-03-11,Chicago,19.46,50,3.4,19.3
2004-03-11,Chicago,19.46,50,3.4,19.7
2004-03-11,Chicago,19.46,50,2.6,13.2
2004-03-11,Chicago,19.46,50,2.5,13.0
2004-03-11,Chicago,19.46,50,2.8,15.6
2004-03-11,Chicago,19.46,50,2.5,12.9
2004-03-11,Chicago,19.46,50,2.7,15.1
2004-03-11,Chicago,19.46,50,3.2,16.3
2004-03-11,Chicago,19.46,50,3.7,20.5
2004-03-11,Chicago,19.46,50,2.7,14.2
2004-03-11,Chicago,19.46,50,2.4,12.7
2004-03-11,Chicago,19.46,50,3.7,21.0
2004-03-11,Dallas,21.88,30,1.3,8.0
2004-03-11,Dallas,21.88,30,0.5,2.7
2004-03-11,Dallas,21.88,30,0.7,4.3
2004-03-11,Dallas,21.88,30,-200.0,2.9
2004-03-11,Dallas,21.88,30,3.3,18.7
2004-03-11,Dallas,21.88,30,2.2,10.7
2004-03-11,Dallas,21.88,30,2.6,13.2
2004-03-11,Dallas,21.88,30,1.1,6.8
2004-03-11,Dallas,21.88,30,2.2,15.5
2004-03-11,Dallas,21.88,30,4.6,24.4
2004-03-11,Dallas,21.88,30,3.7,23.8
2004-03-11,Dallas,21.88,30,0.9,4.1
2004-03-11,Dallas,21.88,30,3.4,19.3
2004-03-11,Dallas,21.88,30,3.4,19.7
2004-03-11,Dallas,21.88,30,2.6,13.2
2004-03-11,Dallas,21.88,30,2.5,13.0
2004-03-11,Dallas,21.88,30,2.8,15.6
2004-03-11,Dallas,21.88,30,2.5,12.9
2004-03-11,Dallas,21.88,30,2.7,15.1
2004-03-11,Dallas,21.88,30,3.2,16.3
2004-03-11,Dallas,21.88,30,3.7,20.5
2004-03-11,Dallas,21.88,30,2.7,14.2
2004-03-11,Dallas,21.88,30,2.4,12.7
2004-03-11,Dallas,21.88,30,3.7,21.0
2004-03-11,Houston,21.97,38,1.3,8.0
2004-03-11,Houston,21.97,38,0.5,2.7
2004-03-11,Houston,21.97,38,0.7,4.3
2004-03-11,Houston,21.97,38,-200.0,2.9
2004-03-11,Houston,21.97,38,3.3,18.7
2004-03-11,Houston,21.97,38,2.2,10.7
2004-03-11,Houston,21.97,38,2.6,13.2
2004-03-11,Houston,21.97,38,1.1,6.8
2004-03-11,Houston,21.97,38,2.2,15.5
2004-03-11,Houston,21.97,38,4.6,24.4
2004-03-11,Houston,21.97,38,3.7,23.8
2004-03-11,Houston,21.97,38,0.9,4.1
2004-03-11,Houston,21.97,38,3.4,19.3
2004-03-11,Houston,21.97,38,3.4,19.7
2004-03-11,Houston,21.97,38,2.6,13.2
2004-03-11,Houston,21.97,38,2.5,13.0
2004-03-11,Houston,21.97,38,2.8,15.6
2004-03-11,Houston,21.97,38,2.5,12.9
2004-03-11,Houston,21.97,38,2.7,15.1
2004-03-11,Houston,21.97,38,3.2,16.3
2004-03-11,Houston,21.97,38,3.7,20.5
2004-03-11,Houston,21.97,38,2.7,14.2
2004-03-11,Houston,21.97,38,2.4,12.7
2004-03-11,Houston,21.97,38,3.7,21.0
2004-03-11,Los Angeles,19.77,39,1.3,8.0
2004-03-11,Los Angeles,19.77,39,0.5,2.7
2004-03-11,Los Angeles,19.77,39,0.7,4.3
2004-03-11,Los Angeles,19.77,39,-200.0,2.9
2004-03-11,Los Angeles,19.77,39,3.3,18.7
2004-03-11,Los Angeles,19.77,39,2.2,10.7
2004-03-11,Los Angeles,19.77,39,2.6,13.2
2004-03-11,Los Angeles,19.77,39,1.1,6.8
2004-03-11,Los Angeles,19.77,39,2.2,15.5
2004-03-11,Los Angeles,19.77,39,4.6,24.4
2004-03-11,Los Angeles,19.77,39,3.7,23.8
2004-03-11,Los Angeles,19.77,39,0.9,4.1
2004-03-11,Los Angeles,19.77,39,3.4,19.3
2004-03-11,Los Angeles,19.77,39,3.4,19.7
2004-03-11,Los Angeles,19.77,39,2.6,13.2
2004-03-11,Los Angeles,19.77,39,2.5,13.0
2004-03-11,Los Angeles,19.77,39,2.8,15.6
2004-03-11,Los Angeles,19.77,39,2.5,12.9
2004-03-11,Los Angeles,19.77,39,2.7,15.1
2004-03-11,Los Angeles,19.77,39,3.2,16.3
2004-03-11,Los Angeles,19.77,39,3.7,20.5
2004-03-11,Los Angeles,19.77,39,2.7,14.2
2004-03-11,Los Angeles,19.77,39,2.4,12.7
2004-03-11,Los Angeles,19.77,39,3.7,21.0
2004-03-11,New York,17.44,32,1.3,8.0
2004-03-11,New York,17.44,32,0.5,2.7
2004-03-11,New York,17.44,32,0.7,4.3
2004-03-11,New York,17.44,32,-200.0,2.9
2004-03-11,New York,17.44,32,3.3,18.7
2004-03-11,New York,17.44,32,2.2,10.7
2004-03-11,New York,17.44,32,2.6,13.2
2004-03-11,New York,17.44,32,1.1,6.8
2004-03-11,New York,17.44,32,2.2,15.5
2004-03-11,New York,17.44,32,4.6,24.4
2004-03-11,New York,17.44,32,3.7,23.8
2004-03-11,New York,17.44,32,0.9,4.1
2004-03-11,New York,17.44,32,3.4,19.3
2004-03-11,New York,17.44,32,3.4,19.7
2004-03-11,New York,17.44,32,2.6,13.2
2004-03-11,New York,17.44,32,2.5,13.0
2004-03-11,New York,17.44,32,2.8,15.6
2004-03-11,New York,17.44,32,2.5,12.9
2004-03-11,New York,17.44,32,2.7,15.1
2004-03-11,New York,17.44,32,3.2,16.3
2004-03-11,New York,17.44,32,3.7,20.5
2004-03-11,New York,17.44,32,2.7,14.2
2004-03-11,New York,17.44,32,2.4,12.7
2004-03-11,New York,17.44,32,3.7,21.0
2004-03-11,Philadelphia,19.34,31,1.3,8.0
2004-03-11,Philadelphia,19.34,31,0.5,2.7
2004-03-11,Philadelphia,19.34,31,0.7,4.3
2004-03-11,Philadelphia,19.34,31,-200.0,2.9
2004-03-11,Philadelphia,19.34,31,3.3,18.7
2004-03-11,Philadelphia,19.34,31,2.2,10.7
2004-03-11,Philadelphia,19.34,31,2.6,13.2
2004-03-11,Philadelphia,19.34,31,1.1,6.8
2004-03-11,Philadelphia,19.34,31,2.2,15.5
2004-03-11,Philadelphia,19.34,31,4.6,24.4
2004-03-11,Philadelphia,19.34,31,3.7,23.8
2004-03-11,Philadelphia,19.34,31,0.9,4.1
2004-03-11,Philadelphia,19.34,31,3.4,19.3
2004-03-11,Philadelphia,19.34,31,3.4,19.7
2004-03-11,Philadelphia,19.34,31,2.6,13.2
2004-03-11,Philadelphia,19.34,31,2.5,13.0
2004-03-11,Philadelphia,19.34,31,2.8,15.6
2004-03-11,Philadelphia,19.34,31,2.5,12.9
2004-03-11,Philadelphia,19.34,31,2.7,15.1
2004-03-11,Philadelphia,19.34,31,3.2,16.3
2004-03-11,Philadelphia,19.34,31,3.7,20.5
2004-03-11,Philadelphia,19.34,31,2.7,14.2
2004-03-11,Philadelphia,19.34,31,2.4,12.7
2004-03-11,Philadelphia,19.34,31,3.7,21.0
2004-03-11,Phoenix,25.96,15,1.3,8.0
2004-03-11,Phoenix,25.96,15,0.5,2.7
2004-03-11,Phoenix,25.96,15,0.7,4.3
2004-03-11,Phoenix,25.96,15,-200.0,2.9
2004-03-11,Phoenix,25.96,15,3.3,18.7
2004-03-11,Phoenix,25.96,15,2.2,10.7
2004-03-11,Phoenix,25.96,15,2.6,13.2
2004-03-11,Phoenix,25.96,15,1.1,6.8
2004-03-11,Phoenix,25.96,15,2.2,15.5
2004-03-11,Phoenix,25.96,15,4.6,24.4
2004-03-11,Phoenix,25.96,15,3.7,23.8
2004-03-11,Phoenix,25.96,15,0.9,4.1
2004-03-11,Phoenix,25.96,15,3.4,19.3
2004-03-11,Phoenix,25.96,15,3.4,19.7
2004-03-11,Phoenix,25.96,15,2.6,13.2
2004-03-11,Phoenix,25.96,15,2.5,13.0
2004-03-11,Phoenix,25.96,15,2.8,15.6
2004-03-11,Phoenix,25.96,15,2.5,12.9
2004-03-11,Phoenix,25.96,15,2.7,15.1
2004-03-11,Phoenix,25.96,15,3.2,16.3
2004-03-11,Phoenix,25.96,15,3.7,20.5
2004-03-11,Phoenix,25.96,15,2.7,14.2
2004-03-11,Phoenix,25.96,15,2.4,12.7
2004-03-11,Phoenix,25.96,15,3.7,21.0
2004-03-11,San Antonio,23.38,26,1.3,8.0
2004-03-11,San Antonio,23.38,26,0.5,2.7
2004-03-11,San Antonio,23.38,26,0.7,4.3
2004-03-11,San Antonio,23.38,26,-200.0,2.9
2004-03-11,San Antonio,23.38,26,3.3,18.7
2004-03-11,San Antonio,23.38,26,2.2,10.7
2004-03-11,San Antonio,23.38,26,2.6,13.2
2004-03-11,San Antonio,23.38,26,1.1,6.8
2004-03-11,San Antonio,23.38,26,2.2,15.5
2004-03-11,San Antonio,23.38,26,4.6,24.4
2004-03-11,San Antonio,23.38,26,3.7,23.8
2004-03-11,San Antonio,23.38,26,0.9,4.1
2004-03-11,San Antonio,23.38,26,3.4,19.3
2004-03-11,San Antonio,23.38,26,3.4,19.7
2004-03-11,San Antonio,23.38,26,2.6,13.2
2004-03-11,San Antonio,23.38,26,2.5,13.0
2004-03-11,San Antonio,23.38,26,2.8,15.6
2004-03-11,San Antonio,23.38,26,2.5,12.9
2004-03-11,San Antonio,23.38,26,2.7,15.1
2004-03-11,San Antonio,23.38,26,3.2,16.3
2004-03-11,San Antonio,23.38,26,3.7,20.5
2004-03-11,San Antonio,23.38,26,2.7,14.2
2004-03-11,San Antonio,23.38,26,2.4,12.7
2004-03-11,San Antonio,23.38,26,3.7,21.0
2004-03-11,San Diego,19.77,41,1.3,8.0
2004-03-11,San Diego,19.77,41,0.5,2.7
2004-03-11,San Diego,19.77,41,0.7,4.3
2004-03-11,San Diego,19.77,41,-200.0,2.9
2004-03-11,San Diego,19.77,41,3.3,18.7
2004-03-11,San Diego,19.77,41,2.2,10.7
2004-03-11,San Diego,19.77,41,2.6,13.2
2004-03-11,San Diego,19.77,41,1.1,6.8
2004-03-11,San Diego,19.77,41,2.2,15.5
2004-03-11,San Diego,19.77,41,4.6,24.4
2004-03-11,San Diego,19.77,41,3.7,23.8
2004-03-11,San Diego,19.77,41,0.9,4.1
2004-03-11,San Diego,19.77,41,3.4,19.3
2004-03-11,San Diego,19.77,41,3.4,19.7
2004-03-11,San Diego,19.77,41,2.6,13.2
2004-03-11,San Diego,19.77,41,2.5,13.0
2004-03-11,San Diego,19.77,41,2.8,15.6
2004-03-11,San Diego,19.77,41,2.5,12.9
2004-03-11,San Diego,19.77,41,2.7,15.1
2004-03-11,San Diego,19.77,41,3.2,16.3
2004-03-11,San Diego,19.77,41,3.7,20.5
2004-03-11,San Diego,19.77,41,2.7,14.2
2004-03-11,San Diego,19.77,41,2.4,12.7
2004-03-11,San Diego,19.77,41,3.7,21.0
2004-03-11,San Jose,16.75,52,1.3,8.0
2004-03-11,San Jose,16.75,52,0.5,2.7
2004-03-11,San Jose,16.75,52,0.7,4.3
2004-03-11,San Jose,16.75,52,-200.0,2.9
2004-03-11,San Jose,16.75,52,3.3,18.7
2004-03-11,San Jose,16.75,52,2.2,10.7
2004-03-11,San Jose,16.75,52,2.6,13.2
2004-03-11,San Jose,16.75,52,1.1,6.8
2004-03-11,San Jose,16.75,52,2.2,15.5
2004-03-11,San Jose,16.75,52,4.6,24.4
2004-03-11,San Jose,16.75,52,3.7,23.8
2004-03-11,San Jose,16.75,52,0.9,4.1
2004-03-11,San Jose,16.75,52,3.4,19.3
2004-03-11,San Jose,16.75,52,3.4,19.7
2004-03-11,San Jose,16.75,52,2.6,13.2
2004-03-11,San Jose,16.75,52,2.5,13.0
2004-03-11,San Jose,16.75,52,2.8,15.6
2004-03-11,San Jose,16.75,52,2.5,12.9
2004-03-11,San Jose,16.75,52,2.7,15.1
2004-03-11,San Jose,16.75,52,3.2,16.3
2004-03-11,San Jose,16.75,52,3.7,20.5
2004-03-11,San Jose,16.75,52,2.7,14.2
2004-03-11,San Jose,16.75,52,2.4,12.7
2004-03-11,San Jose,16.75,52,3.7,21.0
2004-03-12,Chicago,19.46,50,3.4,14.0
2004-03-12,Chicago,19.46,50,3.0,12.7
2004-03-12,Chicago,19.46,50,3.0,14.9
2004-03-12,Chicago,19.46,50,4.6,23.8
2004-03-12,Chicago,19.46,50,3.3,18.1
2004-03-12,Chicago,19.46,50,3.4,15.5
2004-03-12,Chicago,19.46,50,6.9,32.6
2004-03-12,Chicago,19.46,50,5.1,24.0
2004-03-12,Chicago,19.46,50,4.9,23.6
2004-03-12,Chicago,19.46,50,3.1,15.7
2004-03-12,Chicago,19.46,50,3.6,13.0
2004-03-12,Chicago,19.46,50,6.0,29.0
2004-03-12,Chicago,19.46,50,6.1,30.7
2004-03-12,Chicago,19.46,50,3.2,13.1
2004-03-12,Chicago,19.46,50,2.6,9.3
2004-03-12,Chicago,19.46,50,2.1,9.4
2004-03-12,Chicago,19.46,50,1.3,4.7
2004-03-12,Chicago,19.46,50,1.1,3.8
2004-03-12,Chicago,19.46,50,5.1,23.0
2004-03-12,Chicago,19.46,50,0.9,4.0
2004-03-12,Chicago,19.46,50,0.7,2.5
2004-03-12,Chicago,19.46,50,1.5,7.0
2004-03-12,Chicago,19.46,50,3.8,21.1
2004-03-12,Chicago,19.46,50,6.2,20.9
2004-03-12,Dallas,21.88,30,3.4,14.0
2004-03-12,Dallas,21.88,30,3.0,12.7
2004-03-12,Dallas,21.88,30,3.0,14.9
2004-03-12,Dallas,21.88,30,4.6,23.8
2004-03-12,Dallas,21.88,30,3.3,18.1
2004-03-12,Dallas,21.88,30,3.4,15.5
2004-03-12,Dallas,21.88,30,6.9,32.6
2004-03-12,Dallas,21.88,30,5.1,24.0
2004-03-12,Dallas,21.88,30,4.9,23.6
2004-03-12,Dallas,21.88,30,3.1,15.7
2004-03-12,Dallas,21.88,30,3.6,13.0
2004-03-12,Dallas,21.88,30,6.0,29.0
2004-03-12,Dallas,21.88,30,6.1,30.7
2004-03-12,Dallas,21.88,30,3.2,13.1
2004-03-12,Dallas,21.88,30,2.6,9.3
2004-03-12,Dallas,21.88,30,2.1,9.4
2004-03-12,Dallas,21.88,30,1.3,4.7
